Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2018,NY,Fire Protection Total,0,0
2018,NY,Fire Protection - Firefighters,0,0
2018,NY,Fire Protection - Other,0,0
2018,NY,Corrections,32888,186170916
2018,NY,Highways,10155,60714427
2018,NY,Air Transportation,170,834220
2018,NY,Sea and Inland Port Facilities,539,3548832
2018,NY,Public Welfare,4436,24231383
2018,NY,Health,8800,56092105
2018,NY,Hospitals,42303,229859943
2018,NY,Social Insurance Administration,7144,42167760
2018,NY,Solid Waste Management,0,0
2018,NY,Sewerage,0,0
2018,NY,Parks and Recreation,2877,12117061
2018,NY,Housing and Community Development,0,0
2018,NY,Natural Resources,2962,17474268
2018,NY,Water Supply,0,0
2018,NY,Electric Power,1812,17778536
2018,NY,Gas Supply,0,0
2018,NY,Transit,16026,151222996
2018,NY,Education Total,49240,309612949
2018,NY,Education - Elementary and Secondary Total,0,0
2018,NY,Education - Elementary and Secondary Instructional,0,0
2018,NY,Education - Elementary and Secondary Other,0,0
2018,NY,Education - Higher Education Total,45524,286948028
2018,NY,Education - Higher Education Instructional,16314,126155947
2018,NY,Education - Higher Education Other,29210,160792081
2018,NY,Education - Other,3716,22664921
2018,NY,Libraries,0,0
2018,NY,State liquor stores,0,0
2018,NY,All other and unallocable,11235,72663929
2018,NC,Total - All Government Employment Functions,130239,663069301
2018,NC,Financial Administration,3426,18060399
2018,NC,Other Government Administration,922,4538774
2018,NC,Judicial and Legal,6641,34566038
2018,NC,Police Protection Total,5565,24658212
2018,NC,Police Protection - Persons with Power of Arrest,4525,20833706
2018,NC,Police Protection - Other,1040,3824506
2018,NC,Fire Protection Total,0,0
2018,NC,Fire Protection - Firefighters,0,0
2018,NC,Fire Protection - Other,0,0
2018,NC,Corrections,16872,64828745
2018,NC,Highways,8776,37845964
2018,NC,Air Transportation,0,0
2018,NC,Sea and Inland Port Facilities,189,1047482
2018,NC,Public Welfare,1100,4461138
2018,NC,Health,1900,7464323
2018,NC,Hospitals,22229,106192678
2018,NC,Social Insurance Administration,1011,4988727
2018,NC,Solid Waste Management,232,853160
2018,NC,Sewerage,0,0
2018,NC,Parks and Recreation,994,3881442
2018,NC,Housing and Community Development,0,0
2018,NC,Natural Resources,3972,15724694
2018,NC,Water Supply,0,0
2018,NC,Electric Power,0,0
2018,NC,Gas Supply,0,0
2018,NC,Transit,0,0
2018,NC,Education Total,51625,310336018
2018,NC,Education - Elementary and Secondary Total,0,0
2018,NC,Education - Elementary and Secondary Instructional,0,0
2018,NC,Education - Elementary and Secondary Other,0,0
2018,NC,Education - Higher Education Total,48666,295889309
2018,NC,Education - Higher Education Instructional,13775,106368438
2018,NC,Education - Higher Education Other,34891,189520871
2018,NC,Education - Other,2959,14446709
2018,NC,Libraries,0,0
2018,NC,State liquor stores,0,0
2018,NC,All other and unallocable,4785,23621507
2018,ND,Total - All Government Employment Functions,15367,79041475
2018,ND,Financial Administration,633,3082712
2018,ND,Other Government Administration,192,970025
2018,ND,Judicial and Legal,593,3578573
2018,ND,Police Protection Total,196,1204701
2018,ND,Police Protection - Persons with Power of Arrest,158,1049787
2018,ND,Police Protection - Other,38,154914
2018,ND,Fire Protection Total,0,0
2018,ND,Fire Protection - Firefighters,0,0
2018,ND,Fire Protection - Other,0,0
2018,ND,Corrections,913,3942343
2018,ND,Highways,928,5555690
2018,ND,Air Transportation,0,0
2018,ND,Sea and Inland Port Facilities,0,0
2018,ND,Public Welfare,620,2750673
2018,ND,Health,1546,7054567
2018,ND,Hospitals,739,3059865
2018,ND,Social Insurance Administration,166,761506
2018,ND,Solid Waste Management,0,0
2018,ND,Sewerage,0,0
2018,ND,Parks and Recreation,183,736509
2018,ND,Housing and Community Development,0,0
2018,ND,Natural Resources,886,4125402
2018,ND,Water Supply,0,0
2018,ND,Electric Power,0,0
2018,ND,Gas Supply,0,0
2018,ND,Transit,0,0
2018,ND,Education Total,6292,33930281
2018,ND,Education - Elementary and Secondary Total,0,0
2018,ND,Education - Elementary and Secondary Instructional,0,0
2018,ND,Education - Elementary and Secondary Other,0,0
2018,ND,Education - Higher Education Total,6015,32676960
2018,ND,Education - Higher Education Instructional,1900,14322400
2018,ND,Education - Higher Education Other,4115,18354560
2018,ND,Education - Other,277,1253321
2018,ND,Libraries,0,0
2018,ND,State liquor stores,0,0
2018,ND,All other and unallocable,1480,8288628
2018,OH,Total - All Government Employment Functions,108714,621154577
2018,OH,Financial Administration,6057,36959580
2018,OH,Other Government Administration,795,4210695
2018,OH,Judicial and Legal,2689,19239872
2018,OH,Police Protection Total,2647,15308174
2018,OH,Police Protection - Persons with Power of Arrest,1455,9644152
2018,OH,Police Protection - Other,1192,5664022
2018,OH,Fire Protection Total,0,0
2018,OH,Fire Protection - Firefighters,0,0
2018,OH,Fire Protection - Other,0,0
2018,OH,Corrections,13433,65243099
2018,OH,Highways,5634,30067452
2018,OH,Air Transportation,0,0
2018,OH,Sea and Inland Port Facilities,0,0
2018,OH,Public Welfare,2532,15748710
2018,OH,Health,2672,16828749
2018,OH,Hospitals,11788,63740572
2018,OH,Social Insurance Administration,1438,7682531
2018,OH,Solid Waste Management,0,0
2018,OH,Sewerage,0,0
2018,OH,Parks and Recreation,381,1854154
2018,OH,Housing and Community Development,0,0
2018,OH,Natural Resources,2265,11446231
2018,OH,Water Supply,0,0
2018,OH,Electric Power,0,0
2018,OH,Gas Supply,0,0
2018,OH,Transit,0,0
2018,OH,Education Total,52162,307502379
2018,OH,Education - Elementary and Secondary Total,0,0
2018,OH,Education - Elementary and Secondary Instructional,0,0
2018,OH,Education - Elementary and Secondary Other,0,0
2018,OH,Education - Higher Education Total,50090,295814901
2018,OH,Education - Higher Education Instructional,16479,133301117
2018,OH,Education - Higher Education Other,33611,162513784
2018,OH,Education - Other,2072,11687478
2018,OH,Libraries,0,0
2018,OH,State liquor stores,0,0
2018,OH,All other and unallocable,4221,25322379
2018,OK,Total - All Government Employment Functions,57200,261579095
2018,OK,Financial Administration,2332,10282543
2018,OK,Other Government Administration,418,1696356
2018,OK,Judicial and Legal,2458,11858878
2018,OK,Police Protection Total,1901,10170957
2018,OK,Police Protection - Persons with Power of Arrest,972,6558052
2018,OK,Police Protection - Other,929,3612905
2018,OK,Fire Protection Total,0,0
2018,OK,Fire Protection - Firefighters,0,0
2018,OK,Fire Protection - Other,0,0
2018,OK,Corrections,4839,15344884
2018,OK,Highways,2858,10920422
2018,OK,Air Transportation,10,50618
2018,OK,Sea and Inland Port Facilities,0,0
2018,OK,Public Welfare,6687,22840372
2018,OK,Health,5002,20816468
2018,OK,Hospitals,1001,3444141
2018,OK,Social Insurance Administration,736,3619091
2018,OK,Solid Waste Management,78,401276
2018,OK,Sewerage,0,0
2018,OK,Parks and Recreation,526,1626475
2018,OK,Housing and Community Development,0,0
2018,OK,Natural Resources,1547,6376903
2018,OK,Water Supply,0,0
2018,OK,Electric Power,636,4164609
2018,OK,Gas Supply,0,0
2018,OK,Transit,0,0
2018,OK,Education Total,24029,128290831
2018,OK,Education - Elementary and Secondary Total,0,0
2018,OK,Education - Elementary and Secondary Instructional,0,0
2018,OK,Education - Elementary and Secondary Other,0,0
2018,OK,Education - Higher Education Total,22492,122008894
2018,OK,Education - Higher Education Instructional,7040,51166682
2018,OK,Education - Higher Education Other,15452,70842212
2018,OK,Education - Other,1537,6281937
2018,OK,Libraries,0,0
2018,OK,State liquor stores,0,0
2018,OK,All other and unallocable,2142,9674271
2018,OR,Total - All Government Employment Functions,63250,356327726
2018,OR,Financial Administration,4007,22928164
2018,OR,Other Government Administration,926,6190226
2018,OR,Judicial and Legal,3219,19717896
2018,OR,Police Protection Total,1426,9215641
2018,OR,Police Protection - Persons with Power of Arrest,706,5467239
2018,OR,Police Protection - Other,720,3748402
2018,OR,Fire Protection Total,0,0
2018,OR,Fire Protection - Firefighters,0,0
2018,OR,Fire Protection - Other,0,0
2018,OR,Corrections,5190,28323155
2018,OR,Highways,3661,21390623
2018,OR,Air Transportation,15,87204
2018,OR,Sea and Inland Port Facilities,0,0
2018,OR,Public Welfare,8412,22355317
2018,OR,Health,1999,10546328
2018,OR,Hospitals,6500,36025255
2018,OR,Social Insurance Administration,2104,15378858
2018,OR,Solid Waste Management,0,0
2018,OR,Sewerage,0,0
2018,OR,Parks and Recreation,440,2157243
2018,OR,Housing and Community Development,0,0
2018,OR,Natural Resources,2759,14149357
2018,OR,Water Supply,0,0
2018,OR,Electric Power,0,0
2018,OR,Gas Supply,0,0
2018,OR,Transit,0,0
2018,OR,Education Total,21089,139344356
2018,OR,Education - Elementary and Secondary Total,0,0
2018,OR,Education - Elementary and Secondary Instructional,0,0
2018,OR,Education - Elementary and Secondary Other,0,0
2018,OR,Education - Higher Education Total,20246,134516760
2018,OR,Education - Higher Education Instructional,7214,58779895
2018,OR,Education - Higher Education Other,13032,75736865
2018,OR,Education - Other,843,4827596
2018,OR,Libraries,0,0
2018,OR,State liquor stores,171,796519
2018,OR,All other and unallocable,1332,7721584
2018,PA,Total - All Government Employment Functions,139927,813396193
2018,PA,Financial Administration,5778,28743913
2018,PA,Other Government Administration,3333,16173124
2018,PA,Judicial and Legal,3051,31782438
2018,PA,Police Protection Total,6171,42036427
2018,PA,Police Protection - Persons with Power of Arrest,4397,34311845
2018,PA,Police Protection - Other,1774,7724582
2018,PA,Fire Protection Total,0,0
2018,PA,Fire Protection - Firefighters,0,0
2018,PA,Fire Protection - Other,0,0
2018,PA,Corrections,17111,98549890
2018,PA,Highways,12974,64695397
2018,PA,Air Transportation,23,157936
2018,PA,Sea and Inland Port Facilities,0,0
2018,PA,Public Welfare,11208,47615730
2018,PA,Health,5083,23648283
2018,PA,Hospitals,7445,45768907
2018,PA,Social Insurance Administration,1652,7944666
2018,PA,Solid Waste Management,0,0
2018,PA,Sewerage,0,0
2018,PA,Parks and Recreation,1107,5002908
2018,PA,Housing and Community Development,0,0
2018,PA,Natural Resources,4969,24487459
2018,PA,Water Supply,0,0
2018,PA,Electric Power,0,0
2018,PA,Gas Supply,0,0
2018,PA,Transit,0,0
2018,PA,Education Total,52417,340882767
2018,PA,Education - Elementary and Secondary Total,0,0
2018,PA,Education - Elementary and Secondary Instructional,0,0
2018,PA,Education - Elementary and Secondary Other,0,0
2018,PA,Education - Higher Education Total,47435,318439903
2018,PA,Education - Higher Education Instructional,15456,148992094
2018,PA,Education - Higher Education Other,31979,169447809
2018,PA,Education - Other,4982,22442864
2018,PA,Libraries,0,0
2018,PA,State liquor stores,3127,11833531
2018,PA,All other and unallocable,4478,24072817
2018,RI,Total - All Government Employment Functions,17192,108440930
2018,RI,Financial Administration,948,5516559
2018,RI,Other Government Administration,811,5326116
2018,RI,Judicial and Legal,1153,7241568
2018,RI,Police Protection Total,320,2821259
2018,RI,Police Protection - Persons with Power of Arrest,239,2271542
2018,RI,Police Protection - Other,81,549717
2018,RI,Fire Protection Total,0,0
2018,RI,Fire Protection - Firefighters,0,0
2018,RI,Fire Protection - Other,0,0
2018,RI,Corrections,1412,11584204
2018,RI,Highways,698,4880938
2018,RI,Air Transportation,143,1151205
2018,RI,Sea and Inland Port Facilities,0,0
2018,RI,Public Welfare,1390,8641260
2018,RI,Health,961,5781739
2018,RI,Hospitals,679,4175142
2018,RI,Social Insurance Administration,379,1952675
2018,RI,Solid Waste Management,109,741932
2018,RI,Sewerage,253,1410655
2018,RI,Parks and Recreation,50,197809
2018,RI,Housing and Community Development,10,64436
2018,RI,Natural Resources,355,2168773
2018,RI,Water Supply,0,0
2018,RI,Electric Power,0,0
2018,RI,Gas Supply,0,0
2018,RI,Transit,805,4612848
2018,RI,Education Total,5009,28798777
2018,RI,Education - Elementary and Secondary Total,381,2186200
2018,RI,Education - Elementary and Secondary Instructional,320,1924682
2018,RI,Education - Elementary and Secondary Other,61,261518
2018,RI,Education - Higher Education Total,4157,23547361
2018,RI,Education - Higher Education Instructional,1462,9958279
2018,RI,Education - Higher Education Other,2695,13589082
2018,RI,Education - Other,471,3065216
2018,RI,Libraries,0,0
2018,RI,State liquor stores,0,0
2018,RI,All other and unallocable,1707,11373035
2018,SC,Total - All Government Employment Functions,76468,330853368
2018,SC,Financial Administration,3432,13198577
2018,SC,Other Government Administration,519,2325993
2018,SC,Judicial and Legal,948,5069488
2018,SC,Police Protection Total,2063,8409761
2018,SC,Police Protection - Persons with Power of Arrest,1424,6141543
2018,SC,Police Protection - Other,639,2268218
2018,SC,Fire Protection Total,0,0
2018,SC,Fire Protection - Firefighters,0,0
2018,SC,Fire Protection - Other,0,0
2018,SC,Corrections,7627,24577990
2018,SC,Highways,4389,16036757
2018,SC,Air Transportation,11,63465
2018,SC,Sea and Inland Port Facilities,568,4321175
2018,SC,Public Welfare,5476,17322279
2018,SC,Health,5058,19879203
2018,SC,Hospitals,6422,22570320
2018,SC,Social Insurance Administration,992,3644166
2018,SC,Solid Waste Management,0,0
2018,SC,Sewerage,0,0
2018,SC,Parks and Recreation,859,1965990
2018,SC,Housing and Community Development,128,624941
2018,SC,Natural Resources,2025,7699981
2018,SC,Water Supply,13,91389
2018,SC,Electric Power,1578,12277022
2018,SC,Gas Supply,0,0
2018,SC,Transit,0,0
2018,SC,Education Total,32581,163415180
2018,SC,Education - Elementary and Secondary Total,0,0
2018,SC,Education - Elementary and Secondary Instructional,0,0
2018,SC,Education - Elementary and Secondary Other,0,0
2018,SC,Education - Higher Education Total,29496,150797243
2018,SC,Education - Higher Education Instructional,10267,69917699
2018,SC,Education - Higher Education Other,19229,80879544
2018,SC,Education - Other,3085,12617937
2018,SC,Libraries,44,183327
2018,SC,State liquor stores,0,0
2018,SC,All other and unallocable,1735,7176364
2018,SD,Total - All Government Employment Functions,12442,59547548
2018,SD,Financial Administration,397,2265611
2018,SD,Other Government Administration,343,1627146
2018,SD,Judicial and Legal,610,3291791
2018,SD,Police Protection Total,353,1705244
2018,SD,Police Protection - Persons with Power of Arrest,227,1207894
2018,SD,Police Protection - Other,126,497350
2018,SD,Fire Protection Total,0,0
2018,SD,Fire Protection - Firefighters,0,0
2018,SD,Fire Protection - Other,0,0
2018,SD,Corrections,706,2929024
2018,SD,Highways,980,4766182
2018,SD,Air Transportation,0,0
2018,SD,Sea and Inland Port Facilities,0,0
2018,SD,Public Welfare,1545,6601679
2018,SD,Health,664,3334922
2018,SD,Hospitals,294,1086620
2018,SD,Social Insurance Administration,230,874060
2018,SD,Solid Waste Management,0,0
2018,SD,Sewerage,0,0
2018,SD,Parks and Recreation,134,539979
2018,SD,Housing and Community Development,0,0
2018,SD,Natural Resources,782,3352700
2018,SD,Water Supply,0,0
2018,SD,Electric Power,0,0
2018,SD,Gas Supply,0,0
2018,SD,Transit,0,0
2018,SD,Education Total,4648,23446389
2018,SD,Education - Elementary and Secondary Total,0,0
2018,SD,Education - Elementary and Secondary Instructional,0,0
2018,SD,Education - Elementary and Secondary Other,0,0
2018,SD,Education - Higher Education Total,4247,21658490
